﻿Daily Discharge (m3/s) (PARAM = 1) and Daily Water Level (m) (PARAM = 2)
 ID,PARAM,Date,Value,SYM
02HC027,1,1966/07/04,0.357,
02HC027,1,1966/07/05,0.249,
02HC027,1,1966/07/06,0.275,
02HC027,1,1966/07/07,0.337,
02HC027,1,1966/07/08,0.252,
02HC027,1,1966/07/09,0.232,
02HC027,1,1966/07/10,0.198,
02HC027,1,1966/07/11,1.50,
02HC027,1,1966/07/12,0.207,
02HC027,1,1966/07/13,0.207,
02HC027,1,1966/07/14,0.198,
02HC027,1,1966/07/15,0.176,
02HC027,1,1966/07/16,0.176,
02HC027,1,1966/07/17,0.153,
02HC027,1,1966/07/18,0.181,
02HC027,1,1966/07/19,0.221,
02HC027,1,1966/07/20,0.224,
02HC027,1,1966/07/21,0.210,
02HC027,1,1966/07/22,0.201,
02HC027,1,1966/07/23,0.198,
02HC027,1,1966/07/24,0.167,
02HC027,1,1966/07/25,0.181,
02HC027,1,1966/07/26,0.139,
02HC027,1,1966/07/27,0.130,
02HC027,1,1966/07/28,0.631,
02HC027,1,1966/07/29,0.238,
02HC027,1,1966/07/30,0.184,
02HC027,1,1966/07/31,0.187,
02HC027,1,1966/08/01,0.193,
02HC027,1,1966/08/02,0.561,
02HC027,1,1966/08/03,0.311,
02HC027,1,1966/08/04,0.232,
02HC027,1,1966/08/05,0.229,
02HC027,1,1966/08/06,0.289,
02HC027,1,1966/08/07,0.229,
02HC027,1,1966/08/08,0.249,
02HC027,1,1966/08/09,0.300,
02HC027,1,1966/08/10,0.411,
02HC027,1,1966/08/11,0.810,
02HC027,1,1966/08/12,0.311,
02HC027,1,1966/08/13,0.164,
02HC027,1,1966/08/14,0.127,
02HC027,1,1966/08/15,0.133,
02HC027,1,1966/08/16,0.232,
02HC027,1,1966/08/17,0.187,
02HC027,1,1966/08/18,0.139,
02HC027,1,1966/08/19,0.150,
02HC027,1,1966/08/20,0.153,
02HC027,1,1966/08/21,0.147,
02HC027,1,1966/08/22,0.311,
02HC027,1,1966/08/23,0.371,
02HC027,1,1966/08/24,0.116,
02HC027,1,1966/08/25,0.051,
02HC027,1,1966/08/26,0.042,
02HC027,1,1966/08/27,0.059,
02HC027,1,1966/08/28,0.079,
02HC027,1,1966/08/29,0.116,
02HC027,1,1966/08/30,0.184,
02HC027,1,1966/08/31,0.187,
02HC027,1,1966/09/01,0.167,
02HC027,1,1966/09/02,0.181,
02HC027,1,1966/09/03,0.343,
02HC027,1,1966/09/04,0.425,
02HC027,1,1966/09/05,0.221,
02HC027,1,1966/09/06,0.159,
02HC027,1,1966/09/07,0.144,
02HC027,1,1966/09/08,0.144,
02HC027,1,1966/09/09,0.167,
02HC027,1,1966/09/10,0.181,
02HC027,1,1966/09/11,0.159,
02HC027,1,1966/09/12,0.159,
02HC027,1,1966/09/13,0.184,
02HC027,1,1966/09/14,0.193,
02HC027,1,1966/09/15,0.784,
02HC027,1,1966/09/16,0.258,
02HC027,1,1966/09/17,0.232,
02HC027,1,1966/09/18,0.210,
02HC027,1,1966/09/19,0.244,
02HC027,1,1966/09/20,0.252,
02HC027,1,1966/09/21,0.617,
02HC027,1,1966/09/22,1.15,
02HC027,1,1966/09/23,0.515,
02HC027,1,1966/09/24,0.269,
02HC027,1,1966/09/25,0.221,
02HC027,1,1966/09/26,0.221,
02HC027,1,1966/09/27,0.249,
02HC027,1,1966/09/28,0.252,
02HC027,1,1966/09/29,0.411,
02HC027,1,1966/09/30,0.487,
02HC027,1,1966/10/01,0.258,
02HC027,1,1966/10/02,0.252,
02HC027,1,1966/10/03,0.221,
02HC027,1,1966/10/04,0.394,
02HC027,1,1966/10/05,0.269,
02HC027,1,1966/10/06,0.258,
02HC027,1,1966/10/07,0.258,
02HC027,1,1966/10/08,0.244,
02HC027,1,1966/10/09,0.207,
02HC027,1,1966/10/10,0.337,
02HC027,1,1966/10/11,0.278,
02HC027,1,1966/10/12,0.294,
02HC027,1,1966/10/13,0.278,
02HC027,1,1966/10/14,0.275,
02HC027,1,1966/10/15,0.343,
02HC027,1,1966/10/16,0.487,
02HC027,1,1966/10/17,0.238,
02HC027,1,1966/10/18,0.258,
02HC027,1,1966/10/19,0.306,
02HC027,1,1966/10/20,0.300,
02HC027,1,1966/10/21,0.258,
02HC027,1,1966/10/22,0.238,
02HC027,1,1966/10/23,0.207,
02HC027,1,1966/10/24,0.210,
02HC027,1,1966/10/25,0.269,
02HC027,1,1966/10/26,0.269,
02HC027,1,1966/10/27,0.269,
02HC027,1,1966/10/28,0.278,
02HC027,1,1966/10/29,0.263,
02HC027,1,1966/10/30,0.221,
02HC027,1,1966/10/31,0.238,
02HC027,1,1966/11/01,0.306,
02HC027,1,1966/11/02,0.221,
02HC027,1,1966/11/03,0.765,E
02HC027,1,1966/11/04,0.331,E
02HC027,1,1966/11/05,0.244,E
02HC027,1,1966/11/06,0.210,E
02HC027,1,1966/11/07,0.263,E
02HC027,1,1966/11/08,0.603,E
02HC027,1,1966/11/09,1.12,E
02HC027,1,1966/11/10,2.04,E
02HC027,1,1966/11/11,0.637,E
02HC027,1,1966/11/12,0.382,E
02HC027,1,1966/11/13,0.280,E
02HC027,1,1966/11/14,0.232,E
02HC027,1,1966/11/15,0.280,E
02HC027,1,1966/11/16,0.263,E
02HC027,1,1966/11/17,0.272,E
02HC027,1,1966/11/18,0.258,E
02HC027,1,1966/11/19,0.227,E
02HC027,1,1966/11/20,0.178,E
02HC027,1,1966/11/21,0.170,E
02HC027,1,1966/11/22,0.212,E
02HC027,1,1966/11/23,0.221,E
02HC027,1,1966/11/24,0.280,E
02HC027,1,1966/11/25,0.680,E
02HC027,1,1966/11/26,0.334,E
02HC027,1,1966/11/27,0.396,E
02HC027,1,1966/11/28,1.16,E
02HC027,1,1966/11/29,2.41,E
02HC027,1,1966/11/30,0.694,E
02HC027,1,1966/12/01,0.442,E
02HC027,1,1966/12/02,0.297,E
02HC027,1,1966/12/03,0.249,E
02HC027,1,1966/12/04,0.193,E
02HC027,1,1966/12/05,0.280,E
02HC027,1,1966/12/06,0.963,E
02HC027,1,1966/12/07,3.34,E
02HC027,1,1966/12/08,2.15,E
02HC027,1,1966/12/09,0.963,E
02HC027,1,1966/12/10,5.86,E
02HC027,1,1966/12/11,2.18,E
02HC027,1,1966/12/12,0.736,E
02HC027,1,1966/12/13,0.530,E
02HC027,1,1966/12/14,0.430,E
02HC027,1,1966/12/15,0.371,E
02HC027,1,1966/12/16,0.408,E
02HC027,1,1966/12/17,0.408,E
02HC027,1,1966/12/18,0.408,E
02HC027,1,1966/12/19,0.334,E
02HC027,1,1966/12/20,0.323,E
02HC027,1,1966/12/21,0.289,E
02HC027,1,1966/12/22,0.258,E
02HC027,1,1966/12/23,0.244,E
02HC027,1,1966/12/24,0.210,E
02HC027,1,1966/12/25,0.201,E
02HC027,1,1966/12/26,0.195,E
02HC027,1,1966/12/27,0.178,E
02HC027,1,1966/12/28,0.238,B
02HC027,1,1966/12/29,0.261,B
02HC027,1,1966/12/30,0.238,B
02HC027,1,1966/12/31,0.221,B
02HC027,1,1967/01/01,0.221,B
02HC027,1,1967/01/02,0.229,B
02HC027,1,1967/01/03,0.241,B
02HC027,1,1967/01/04,0.252,B
02HC027,1,1967/01/05,0.241,B
02HC027,1,1967/01/06,0.235,B
02HC027,1,1967/01/07,0.326,B
02HC027,1,1967/01/08,0.266,B
02HC027,1,1967/01/09,0.238,B
02HC027,1,1967/01/10,0.227,B
02HC027,1,1967/01/11,0.221,B
02HC027,1,1967/01/12,0.235,B
02HC027,1,1967/01/13,0.255,B
02HC027,1,1967/01/14,0.272,B
02HC027,1,1967/01/15,0.238,B
02HC027,1,1967/01/16,0.221,B
02HC027,1,1967/01/17,0.221,B
02HC027,1,1967/01/18,0.232,B
02HC027,1,1967/01/19,0.210,B
02HC027,1,1967/01/20,0.212,B
02HC027,1,1967/01/21,0.238,B
02HC027,1,1967/01/22,0.229,B
02HC027,1,1967/01/23,1.53,B
02HC027,1,1967/01/24,1.20,
02HC027,1,1967/01/25,1.39,
02HC027,1,1967/01/26,0.920,
02HC027,1,1967/01/27,0.479,
02HC027,1,1967/01/28,0.510,B
02HC027,1,1967/01/29,0.297,B
02HC027,1,1967/01/30,0.311,B
02HC027,1,1967/01/31,0.278,B
02HC027,1,1967/02/01,0.368,B
02HC027,1,1967/02/02,0.391,B
02HC027,1,1967/02/03,0.323,B
02HC027,1,1967/02/04,0.292,B
02HC027,1,1967/02/05,0.278,B
02HC027,1,1967/02/06,0.255,B
02HC027,1,1967/02/07,0.368,B
02HC027,1,1967/02/08,0.294,B
02HC027,1,1967/02/09,0.289,B
02HC027,1,1967/02/10,0.303,B
02HC027,1,1967/02/11,0.311,B
02HC027,1,1967/02/12,0.184,B
02HC027,1,1967/02/13,0.229,B
02HC027,1,1967/02/14,0.238,B
02HC027,1,1967/02/15,0.453,B
02HC027,1,1967/02/16,1.49,
02HC027,1,1967/02/17,0.379,
02HC027,1,1967/02/18,0.311,
02HC027,1,1967/02/19,0.258,
02HC027,1,1967/02/20,0.266,B
02HC027,1,1967/02/21,0.278,B
02HC027,1,1967/02/22,0.297,B
02HC027,1,1967/02/23,0.311,B
02HC027,1,1967/02/24,0.261,B
02HC027,1,1967/02/25,0.244,B
02HC027,1,1967/02/26,0.261,B
02HC027,1,1967/02/27,0.289,B
02HC027,1,1967/02/28,0.275,B
02HC027,1,1967/03/01,0.255,B
02HC027,1,1967/03/02,0.283,B
02HC027,1,1967/03/03,0.920,
02HC027,1,1967/03/04,0.617,
02HC027,1,1967/03/05,0.326,
02HC027,1,1967/03/06,0.362,
02HC027,1,1967/03/07,0.515,
02HC027,1,1967/03/08,0.300,
02HC027,1,1967/03/09,0.252,
02HC027,1,1967/03/10,0.920,
02HC027,1,1967/03/11,1.56,
02HC027,1,1967/03/12,1.58,
02HC027,1,1967/03/13,1.08,
02HC027,1,1967/03/14,1.20,
02HC027,1,1967/03/15,1.23,
02HC027,1,1967/03/16,0.691,
02HC027,1,1967/03/17,0.498,
02HC027,1,1967/03/18,0.326,
02HC027,1,1967/03/19,0.331,
02HC027,1,1967/03/20,0.462,
02HC027,1,1967/03/21,0.691,
02HC027,1,1967/03/22,1.49,
02HC027,1,1967/03/23,1.55,
02HC027,1,1967/03/24,2.72,
02HC027,1,1967/03/25,2.35,
02HC027,1,1967/03/26,1.64,
02HC027,1,1967/03/27,3.06,
02HC027,1,1967/03/28,1.88,
02HC027,1,1967/03/29,1.44,
02HC027,1,1967/03/30,1.46,
02HC027,1,1967/03/31,1.01,
02HC027,1,1967/04/01,0.864,
02HC027,1,1967/04/02,2.83,
02HC027,1,1967/04/03,6.26,
02HC027,1,1967/04/04,1.68,
02HC027,1,1967/04/05,0.770,
02HC027,1,1967/04/06,2.51,
02HC027,1,1967/04/07,2.65,
02HC027,1,1967/04/08,1.36,
02HC027,1,1967/04/09,0.705,
02HC027,1,1967/04/10,0.920,
02HC027,1,1967/04/11,0.549,
02HC027,1,1967/04/12,0.453,
02HC027,1,1967/04/13,0.411,
02HC027,1,1967/04/14,0.515,
02HC027,1,1967/04/15,1.34,
02HC027,1,1967/04/16,0.453,
02HC027,1,1967/04/17,0.977,
02HC027,1,1967/04/18,0.668,
02HC027,1,1967/04/19,0.442,
02HC027,1,1967/04/20,0.371,
02HC027,1,1967/04/21,0.416,
02HC027,1,1967/04/22,1.38,
02HC027,1,1967/04/23,0.425,
02HC027,1,1967/04/24,0.269,
02HC027,1,1967/04/25,0.275,
02HC027,1,1967/04/26,0.244,
02HC027,1,1967/04/27,0.252,
02HC027,1,1967/04/28,0.357,
02HC027,1,1967/04/29,0.326,
02HC027,1,1967/04/30,0.294,
02HC027,1,1967/05/01,0.362,
02HC027,1,1967/05/02,1.44,
02HC027,1,1967/05/03,0.963,
02HC027,1,1967/05/04,0.416,
02HC027,1,1967/05/05,0.371,
02HC027,1,1967/05/06,0.311,
02HC027,1,1967/05/07,1.38,
02HC027,1,1967/05/08,1.14,
02HC027,1,1967/05/09,0.654,
02HC027,1,1967/05/10,0.470,
02HC027,1,1967/05/11,1.01,
02HC027,1,1967/05/12,0.640,
02HC027,1,1967/05/13,0.385,
02HC027,1,1967/05/14,0.306,
02HC027,1,1967/05/15,0.433,
02HC027,1,1967/05/16,0.317,
02HC027,1,1967/05/17,0.289,
02HC027,1,1967/05/18,0.362,
02HC027,1,1967/05/19,0.572,
02HC027,1,1967/05/20,0.249,
02HC027,1,1967/05/21,0.215,
02HC027,1,1967/05/22,0.252,
02HC027,1,1967/05/23,0.258,
02HC027,1,1967/05/24,0.275,
02HC027,1,1967/05/25,0.263,
02HC027,1,1967/05/26,0.275,
02HC027,1,1967/05/27,0.269,
02HC027,1,1967/05/28,0.275,
02HC027,1,1967/05/29,0.283,
02HC027,1,1967/05/30,0.306,
02HC027,1,1967/05/31,0.294,
02HC027,1,1967/06/01,0.283,
02HC027,1,1967/06/02,0.275,
02HC027,1,1967/06/03,0.263,
02HC027,1,1967/06/04,0.263,
02HC027,1,1967/06/05,0.289,
02HC027,1,1967/06/06,0.317,
02HC027,1,1967/06/07,3.88,
02HC027,1,1967/06/08,6.23,
02HC027,1,1967/06/09,0.731,
02HC027,1,1967/06/10,2.72,
02HC027,1,1967/06/11,3.48,
02HC027,1,1967/06/12,1.21,
02HC027,1,1967/06/13,0.595,
02HC027,1,1967/06/14,0.425,
02HC027,1,1967/06/15,0.306,
02HC027,1,1967/06/16,0.453,
02HC027,1,1967/06/17,1.29,
02HC027,1,1967/06/18,1.49,E
02HC027,1,1967/06/19,0.532,E
02HC027,1,1967/06/20,0.399,E
02HC027,1,1967/06/21,0.467,E
02HC027,1,1967/06/22,3.54,E
02HC027,1,1967/06/23,0.878,
02HC027,1,1967/06/24,0.462,
02HC027,1,1967/06/25,0.838,
02HC027,1,1967/06/26,0.507,
02HC027,1,1967/06/27,0.433,
02HC027,1,1967/06/28,0.394,
02HC027,1,1967/06/29,3.09,
02HC027,1,1967/06/30,0.705,
02HC027,1,1967/07/01,1.21,
02HC027,1,1967/07/02,0.906,
02HC027,1,1967/07/03,1.21,
02HC027,1,1967/07/04,0.680,
02HC027,1,1967/07/05,0.394,
02HC027,1,1967/07/06,0.306,
02HC027,1,1967/07/07,0.289,
02HC027,1,1967/07/08,0.269,
02HC027,1,1967/07/09,1.50,
02HC027,1,1967/07/10,1.14,
02HC027,1,1967/07/11,0.991,
02HC027,1,1967/07/12,2.72,
02HC027,1,1967/07/13,0.906,
02HC027,1,1967/07/14,0.425,
02HC027,1,1967/07/15,0.331,
02HC027,1,1967/07/16,0.300,
02HC027,1,1967/07/17,0.311,
02HC027,1,1967/07/18,0.416,
02HC027,1,1967/07/19,0.379,
02HC027,1,1967/07/20,0.348,
02HC027,1,1967/07/21,0.326,
02HC027,1,1967/07/22,0.289,
02HC027,1,1967/07/23,0.801,
02HC027,1,1967/07/24,0.326,
02HC027,1,1967/07/25,0.425,
02HC027,1,1967/07/26,0.289,
02HC027,1,1967/07/27,0.283,
02HC027,1,1967/07/28,0.278,
02HC027,1,1967/07/29,0.238,
02HC027,1,1967/07/30,0.442,
02HC027,1,1967/07/31,2.12,
02HC027,1,1967/08/01,0.572,
02HC027,1,1967/08/02,0.357,
02HC027,1,1967/08/03,1.63,
02HC027,1,1967/08/04,0.629,
02HC027,1,1967/08/05,0.263,
02HC027,1,1967/08/06,0.187,
02HC027,1,1967/08/07,0.224,
02HC027,1,1967/08/08,0.479,
02HC027,1,1967/08/09,0.479,
02HC027,1,1967/08/10,0.864,
02HC027,1,1967/08/11,0.326,
02HC027,1,1967/08/12,0.224,
02HC027,1,1967/08/13,0.201,
02HC027,1,1967/08/14,0.201,
02HC027,1,1967/08/15,0.221,
02HC027,1,1967/08/16,0.238,
02HC027,1,1967/08/17,0.258,
02HC027,1,1967/08/18,0.289,
02HC027,1,1967/08/19,0.283,
02HC027,1,1967/08/20,0.306,
02HC027,1,1967/08/21,0.249,
02HC027,1,1967/08/22,0.263,
02HC027,1,1967/08/23,0.249,
02HC027,1,1967/08/24,0.244,
02HC027,1,1967/08/25,0.249,
02HC027,1,1967/08/26,0.244,
02HC027,1,1967/08/27,0.527,
02HC027,1,1967/08/28,0.838,
02HC027,1,1967/08/29,0.470,
02HC027,1,1967/08/30,0.433,
02HC027,1,1967/08/31,0.433,
02HC027,1,1967/09/01,0.326,
02HC027,1,1967/09/02,0.283,
02HC027,1,1967/09/03,0.232,
02HC027,1,1967/09/04,0.201,
02HC027,1,1967/09/05,0.221,
02HC027,1,1967/09/06,0.244,
02HC027,1,1967/09/07,0.244,
02HC027,1,1967/09/08,0.229,
02HC027,1,1967/09/09,0.221,
02HC027,1,1967/09/10,0.181,
02HC027,1,1967/09/11,0.207,
02HC027,1,1967/09/12,0.249,
02HC027,1,1967/09/13,0.258,
02HC027,1,1967/09/14,0.252,
02HC027,1,1967/09/15,0.263,
02HC027,1,1967/09/16,0.263,
02HC027,1,1967/09/17,0.229,
02HC027,1,1967/09/18,0.278,
02HC027,1,1967/09/19,0.278,
02HC027,1,1967/09/20,0.275,
02HC027,1,1967/09/21,3.57,
02HC027,1,1967/09/22,0.878,
02HC027,1,1967/09/23,0.317,
02HC027,1,1967/09/24,0.442,
02HC027,1,1967/09/25,0.275,
02HC027,1,1967/09/26,0.283,
02HC027,1,1967/09/27,0.326,
02HC027,1,1967/09/28,4.70,
02HC027,1,1967/09/29,1.58,
02HC027,1,1967/09/30,0.385,
02HC027,1,1967/10/01,0.278,
02HC027,1,1967/10/02,0.289,
02HC027,1,1967/10/03,0.294,
02HC027,1,1967/10/04,0.283,
02HC027,1,1967/10/05,0.278,
02HC027,1,1967/10/06,0.258,
02HC027,1,1967/10/07,0.224,
02HC027,1,1967/10/08,0.283,
02HC027,1,1967/10/09,0.617,
02HC027,1,1967/10/10,0.244,
02HC027,1,1967/10/11,0.252,
02HC027,1,1967/10/12,0.249,
02HC027,1,1967/10/13,0.252,
02HC027,1,1967/10/14,0.263,
02HC027,1,1967/10/15,0.229,
02HC027,1,1967/10/16,1.70,
02HC027,1,1967/10/17,2.26,
02HC027,1,1967/10/18,1.51,
02HC027,1,1967/10/19,2.14,E
02HC027,1,1967/10/20,0.867,E
02HC027,1,1967/10/21,0.541,E
02HC027,1,1967/10/22,0.388,E
02HC027,1,1967/10/23,0.419,E
02HC027,1,1967/10/24,0.391,E
02HC027,1,1967/10/25,0.413,E
02HC027,1,1967/10/26,0.368,E
02HC027,1,1967/10/27,0.682,E
02HC027,1,1967/10/28,0.801,E
02HC027,1,1967/10/29,0.481,E
02HC027,1,1967/10/30,0.377,E
02HC027,1,1967/10/31,0.413,E
02HC027,1,1967/11/01,0.419,E
02HC027,1,1967/11/02,3.03,E
02HC027,1,1967/11/03,1.56,E
02HC027,1,1967/11/04,0.980,E
02HC027,1,1967/11/05,0.708,E
02HC027,1,1967/11/06,0.453,E
02HC027,1,1967/11/07,0.413,E
02HC027,1,1967/11/08,0.391,E
02HC027,1,1967/11/09,0.391,E
02HC027,1,1967/11/10,0.377,E
02HC027,1,1967/11/11,0.377,E
02HC027,1,1967/11/12,0.405,E
02HC027,1,1967/11/13,0.391,E
02HC027,1,1967/11/14,0.391,E
02HC027,1,1967/11/15,0.337,E
02HC027,1,1967/11/16,0.311,E
02HC027,1,1967/11/17,0.328,E
02HC027,1,1967/11/18,0.524,E
02HC027,1,1967/11/19,0.535,E
02HC027,1,1967/11/20,0.391,E
02HC027,1,1967/11/21,0.357,E
02HC027,1,1967/11/22,0.368,E
02HC027,1,1967/11/23,0.765,E
02HC027,1,1967/11/24,0.640,E
02HC027,1,1967/11/25,0.481,E
02HC027,1,1967/11/26,0.405,E
02HC027,1,1967/11/27,0.348,E
02HC027,1,1967/11/28,0.337,E
02HC027,1,1967/11/29,0.272,E
02HC027,1,1967/11/30,0.278,E
02HC027,1,1967/12/01,0.272,E
02HC027,1,1967/12/02,0.272,E
02HC027,1,1967/12/03,0.272,E
02HC027,1,1967/12/04,0.241,E
02HC027,1,1967/12/05,0.258,E
02HC027,1,1967/12/06,0.272,E
02HC027,1,1967/12/07,0.303,E
02HC027,1,1967/12/08,0.501,E
02HC027,1,1967/12/09,0.343,
02HC027,1,1967/12/10,0.368,
02HC027,1,1967/12/11,3.20,
02HC027,1,1967/12/12,1.72,
02HC027,1,1967/12/13,0.963,
02HC027,1,1967/12/14,0.617,
02HC027,1,1967/12/15,0.462,
02HC027,1,1967/12/16,0.379,
02HC027,1,1967/12/17,0.331,
02HC027,1,1967/12/18,1.41,
02HC027,1,1967/12/19,1.05,
02HC027,1,1967/12/20,0.527,
02HC027,1,1967/12/21,4.79,
02HC027,1,1967/12/22,4.67,
02HC027,1,1967/12/23,1.15,
02HC027,1,1967/12/24,0.538,
02HC027,1,1967/12/25,0.498,
02HC027,1,1967/12/26,0.385,
02HC027,1,1967/12/27,0.331,
02HC027,1,1967/12/28,0.337,
02HC027,1,1967/12/29,0.311,
02HC027,1,1967/12/30,0.278,
02HC027,1,1967/12/31,0.289,
02HC027,1,1968/01/01,0.258,
02HC027,1,1968/01/02,0.294,
02HC027,1,1968/01/03,0.317,
02HC027,1,1968/01/04,0.306,
02HC027,1,1968/01/05,0.289,
02HC027,1,1968/01/06,0.283,
02HC027,1,1968/01/07,0.263,
02HC027,1,1968/01/08,0.300,
02HC027,1,1968/01/09,0.442,
02HC027,1,1968/01/10,0.385,
02HC027,1,1968/01/11,0.317,
02HC027,1,1968/01/12,0.306,
02HC027,1,1968/01/13,0.275,
02HC027,1,1968/01/14,0.680,
02HC027,1,1968/01/15,0.629,
02HC027,1,1968/01/16,0.453,
02HC027,1,1968/01/17,0.385,
02HC027,1,1968/01/18,0.402,
02HC027,1,1968/01/19,0.770,
02HC027,1,1968/01/20,0.507,
02HC027,1,1968/01/21,0.515,
02HC027,1,1968/01/22,0.385,
02HC027,1,1968/01/23,0.357,
02HC027,1,1968/01/24,0.357,
02HC027,1,1968/01/25,0.371,
02HC027,1,1968/01/26,0.278,
02HC027,1,1968/01/27,0.283,
02HC027,1,1968/01/28,0.425,
02HC027,1,1968/01/29,0.705,
02HC027,1,1968/01/30,3.00,
02HC027,1,1968/01/31,0.934,
02HC027,1,1968/02/01,9.26,
02HC027,1,1968/02/02,14.1,
02HC027,1,1968/02/03,4.08,
02HC027,1,1968/02/04,1.90,
02HC027,1,1968/02/05,1.11,
02HC027,1,1968/02/06,1.11,
02HC027,1,1968/02/07,0.906,
02HC027,1,1968/02/08,0.595,
02HC027,1,1968/02/09,0.487,
02HC027,1,1968/02/10,0.326,B
02HC027,1,1968/02/11,0.311,B
02HC027,1,1968/02/12,0.297,B
02HC027,1,1968/02/13,0.289,B
02HC027,1,1968/02/14,0.283,B
02HC027,1,1968/02/15,0.272,B
02HC027,1,1968/02/16,0.261,B
02HC027,1,1968/02/17,0.255,B
02HC027,1,1968/02/18,0.249,B
02HC027,1,1968/02/19,0.244,B
02HC027,1,1968/02/20,0.238,B
02HC027,1,1968/02/21,0.232,B
02HC027,1,1968/02/22,0.229,B
02HC027,1,1968/02/23,0.227,B
02HC027,1,1968/02/24,0.221,B
02HC027,1,1968/02/25,0.215,B
02HC027,1,1968/02/26,0.210,B
02HC027,1,1968/02/27,0.207,B
02HC027,1,1968/02/28,0.204,B
02HC027,1,1968/02/29,0.201,B
02HC027,1,1968/03/01,0.201,B
02HC027,1,1968/03/02,0.201,B
02HC027,1,1968/03/03,0.201,B
02HC027,1,1968/03/04,0.210,B
02HC027,1,1968/03/05,0.255,B
02HC027,1,1968/03/06,0.297,B
02HC027,1,1968/03/07,0.368,B
02HC027,1,1968/03/08,1.47,
02HC027,1,1968/03/09,2.29,
02HC027,1,1968/03/10,4.25,
02HC027,1,1968/03/11,2.09,
02HC027,1,1968/03/12,1.36,
02HC027,1,1968/03/13,0.462,
02HC027,1,1968/03/14,0.498,
02HC027,1,1968/03/15,0.572,
02HC027,1,1968/03/16,6.63,
02HC027,1,1968/03/17,4.50,
02HC027,1,1968/03/18,3.40,
02HC027,1,1968/03/19,2.68,
02HC027,1,1968/03/20,2.47,
02HC027,1,1968/03/21,2.65,
02HC027,1,1968/03/22,1.55,
02HC027,1,1968/03/23,2.89,
02HC027,1,1968/03/24,1.02,
02HC027,1,1968/03/25,0.963,
02HC027,1,1968/03/26,1.55,
02HC027,1,1968/03/27,1.66,
02HC027,1,1968/03/28,1.38,
02HC027,1,1968/03/29,1.09,
02HC027,1,1968/03/30,0.731,
02HC027,1,1968/03/31,0.629,
02HC027,1,1968/04/01,0.640,
02HC027,1,1968/04/02,0.515,
02HC027,1,1968/04/03,0.487,
02HC027,1,1968/04/04,2.97,
02HC027,1,1968/04/05,1.31,
02HC027,1,1968/04/06,0.595,
02HC027,1,1968/04/07,0.487,
02HC027,1,1968/04/08,0.498,
02HC027,1,1968/04/09,0.462,
02HC027,1,1968/04/10,0.411,
02HC027,1,1968/04/11,0.394,
02HC027,1,1968/04/12,0.337,
02HC027,1,1968/04/13,0.306,
02HC027,1,1968/04/14,0.300,
02HC027,1,1968/04/15,0.348,
02HC027,1,1968/04/16,0.362,
02HC027,1,1968/04/17,0.337,
02HC027,1,1968/04/18,0.337,
02HC027,1,1968/04/19,0.326,
02HC027,1,1968/04/20,0.289,
02HC027,1,1968/04/21,0.275,
02HC027,1,1968/04/22,0.300,
02HC027,1,1968/04/23,0.445,
02HC027,1,1968/04/24,1.43,
02HC027,1,1968/04/25,0.362,
02HC027,1,1968/04/26,0.306,
02HC027,1,1968/04/27,0.258,
02HC027,1,1968/04/28,0.229,
02HC027,1,1968/04/29,0.249,
02HC027,1,1968/04/30,0.331,
02HC027,1,1968/05/01,0.425,
02HC027,1,1968/05/02,0.300,
02HC027,1,1968/05/03,0.541,
02HC027,1,1968/05/04,0.300,
02HC027,1,1968/05/05,0.221,
02HC027,1,1968/05/06,0.244,
02HC027,1,1968/05/07,0.258,
02HC027,1,1968/05/08,0.244,
02HC027,1,1968/05/09,1.50,
02HC027,1,1968/05/10,0.371,
02HC027,1,1968/05/11,0.258,
02HC027,1,1968/05/12,2.17,
02HC027,1,1968/05/13,0.411,
02HC027,1,1968/05/14,0.311,
02HC027,1,1968/05/15,2.74,
02HC027,1,1968/05/16,1.58,
02HC027,1,1968/05/17,0.640,
02HC027,1,1968/05/18,0.331,
02HC027,1,1968/05/19,0.462,
02HC027,1,1968/05/20,0.824,
02HC027,1,1968/05/21,0.453,
02HC027,1,1968/05/22,0.331,
02HC027,1,1968/05/23,0.306,
02HC027,1,1968/05/24,0.269,
02HC027,1,1968/05/25,0.224,
02HC027,1,1968/05/26,0.210,
02HC027,1,1968/05/27,0.229,
02HC027,1,1968/05/28,0.640,
02HC027,1,1968/05/29,2.17,
02HC027,1,1968/05/30,0.479,
02HC027,1,1968/05/31,0.668,
02HC027,1,1968/06/01,0.326,
02HC027,1,1968/06/02,0.311,
02HC027,1,1968/06/03,0.311,
02HC027,1,1968/06/04,0.300,
02HC027,1,1968/06/05,0.300,
02HC027,1,1968/06/06,0.306,
02HC027,1,1968/06/07,0.294,
02HC027,1,1968/06/08,0.238,
02HC027,1,1968/06/09,0.224,
02HC027,1,1968/06/10,0.263,
02HC027,1,1968/06/11,0.759,
02HC027,1,1968/06/12,0.583,
02HC027,1,1968/06/13,0.244,
02HC027,1,1968/06/14,0.232,
02HC027,1,1968/06/15,0.224,
02HC027,1,1968/06/16,0.210,
02HC027,1,1968/06/17,0.249,
02HC027,1,1968/06/18,0.224,
02HC027,1,1968/06/19,0.903,
02HC027,1,1968/06/20,0.252,
02HC027,1,1968/06/21,0.362,
02HC027,1,1968/06/22,1.34,
02HC027,1,1968/06/23,0.221,
02HC027,1,1968/06/24,0.249,
02HC027,1,1968/06/25,1.49,
