x,y,ID,MIN_TEMPERATURE_FLAG,MAX_REL_HUMIDITY_FLAG,MEAN_TEMPERATURE,TOTAL_RAIN,TOTAL_SNOW,DIRECTION_MAX_GUST,SNOW_ON_GROUND,HEATING_DEGREE_DAYS,LOCAL_DAY,PROVINCE_CODE,MAX_REL_HUMIDITY,TOTAL_RAIN_FLAG,MAX_TEMPERATURE,COOLING_DEGREE_DAYS,TOTAL_PRECIPITATION_FLAG,CLIMATE_IDENTIFIER,MIN_TEMPERATURE,STATION_NAME,LOCAL_DATE,TOTAL_SNOW_FLAG,COOLING_DEGREE_DAYS_FLAG,DIRECTION_MAX_GUST_FLAG,SPEED_MAX_GUST_FLAG,LOCAL_YEAR,SNOW_ON_GROUND_FLAG,MIN_REL_HUMIDITY_FLAG,MEAN_TEMPERATURE_FLAG,MIN_REL_HUMIDITY,SPEED_MAX_GUST,HEATING_DEGREE_DAYS_FLAG,MAX_TEMPERATURE_FLAG,LOCAL_MONTH,TOTAL_PRECIPITATION
-79.4,43.666666666666664,6158355.2002.6.4,,,11.6,,,,,6.4,4,ON,,M,14.1,0,,6158355,9.1,TORONTO CITY,2002-06-04 00:00:00,M,,M,M,2002,,,,,,,,6,4.8
-79.4,43.666666666666664,6158355.2002.6.5,,,17.4,,,,,0.6,5,ON,,M,23.5,0,,6158355,11.3,TORONTO CITY,2002-06-05 00:00:00,M,,M,M,2002,,,,,,,,6,3.4
-79.4,43.666666666666664,6158355.2002.6.6,,,15.3,,,,,2.7,6,ON,,M,17.8,0,,6158355,12.8,TORONTO CITY,2002-06-06 00:00:00,M,,M,M,2002,,,,,,,,6,0
-79.4,43.666666666666664,6158355.2002.6.7,,,16.2,,,,,1.8,7,ON,,M,21.4,0,,6158355,11,TORONTO CITY,2002-06-07 00:00:00,M,,M,M,2002,,,,,,,,6,0
-79.4,43.666666666666664,6158355.2002.6.8,,,18.3,,,,,0,8,ON,,M,24.9,0.3,,6158355,11.7,TORONTO CITY,2002-06-08 00:00:00,M,,M,M,2002,,,,,,,,6,0
-79.4,43.666666666666664,6158355.2002.6.9,,,23.2,,,,,0,9,ON,,M,28.4,5.2,,6158355,17.9,TORONTO CITY,2002-06-09 00:00:00,M,,M,M,2002,,,,,,,,6,0
-79.4,43.666666666666664,6158355.2002.6.10,,,19.4,,,,,0,10,ON,,M,22.4,1.4,,6158355,16.3,TORONTO CITY,2002-06-10 00:00:00,M,,M,M,2002,,,,,,,,6,0
-79.4,43.666666666666664,6158355.2002.6.11,,,23.4,,,,,0,11,ON,,M,31.2,5.4,,6158355,15.6,TORONTO CITY,2002-06-11 00:00:00,M,,M,M,2002,,,,,,,,6,2.2
-79.4,43.666666666666664,6158355.2002.6.12,,,18.6,,,,,0,12,ON,,M,22.4,0.6,,6158355,14.7,TORONTO CITY,2002-06-12 00:00:00,M,,M,M,2002,,,,,,,,6,0.4
-79.4,43.666666666666664,6158355.2002.6.13,,,19.2,,,,,0,13,ON,,M,23.3,1.2,,6158355,15,TORONTO CITY,2002-06-13 00:00:00,M,,M,M,2002,,,,,,,,6,0.2
-79.4,43.666666666666664,6158355.2002.6.14,,,16.9,,,,,1.1,14,ON,,M,19.6,0,,6158355,14.1,TORONTO CITY,2002-06-14 00:00:00,M,,M,M,2002,,,,,,,,6,3.8
-79.4,43.666666666666664,6158355.2002.6.15,,,17.1,,,,,0.9,15,ON,,M,19.8,0,,6158355,14.4,TORONTO CITY,2002-06-15 00:00:00,M,,M,M,2002,,,,,,,,6,8.8
-79.4,43.666666666666664,6158355.2002.6.16,,,16.3,,,,,1.7,16,ON,,M,19.1,0,,6158355,13.5,TORONTO CITY,2002-06-16 00:00:00,M,,M,M,2002,,,,,,,,6,3.2
-79.4,43.666666666666664,6158355.2002.6.17,,,16.3,,,,,1.7,17,ON,,M,19.9,0,,6158355,12.6,TORONTO CITY,2002-06-17 00:00:00,M,,M,M,2002,,,,,,,,6,0.2
-79.4,43.666666666666664,6158355.2002.6.18,,,17.4,,,,,0.6,18,ON,,M,23.3,0,,6158355,11.4,TORONTO CITY,2002-06-18 00:00:00,M,,M,M,2002,,,,,,,,6,0
-79.4,43.666666666666664,6158355.2002.6.19,,,19,,,,,0,19,ON,,M,24,1,,6158355,14,TORONTO CITY,2002-06-19 00:00:00,M,,M,M,2002,,,,,,,,6,0
-79.4,43.666666666666664,6158355.2002.6.20,,,22.1,,,,,0,20,ON,,M,28.6,4.1,,6158355,15.5,TORONTO CITY,2002-06-20 00:00:00,M,,M,M,2002,,,,,,,,6,0
-79.4,43.666666666666664,6158355.2002.6.21,,,24.2,,,,,0,21,ON,,M,29.9,6.2,,6158355,18.5,TORONTO CITY,2002-06-21 00:00:00,M,,M,M,2002,,,,,,,,6,14.6
-79.4,43.666666666666664,6158355.2002.6.22,,,23.3,,,,,0,22,ON,,M,27.6,5.3,,6158355,19,TORONTO CITY,2002-06-22 00:00:00,M,,M,M,2002,,,,,,,,6,0
-79.4,43.666666666666664,6158355.2002.6.23,,,26,,,,,0,23,ON,,M,33.5,8,,6158355,18.4,TORONTO CITY,2002-06-23 00:00:00,M,,M,M,2002,,,,,,,,6,0
-79.4,43.666666666666664,6158355.2002.6.24,,,20.5,,,,,0,24,ON,,M,24,2.5,,6158355,16.9,TORONTO CITY,2002-06-24 00:00:00,M,,M,M,2002,,,,,,,,6,0
-79.4,43.666666666666664,6158355.2002.6.25,,,23,,,,,0,25,ON,,M,29.3,5,,6158355,16.6,TORONTO CITY,2002-06-25 00:00:00,M,,M,M,2002,,,,,,,,6,0
-79.4,43.666666666666664,6158355.2002.6.26,,,26,,,,,0,26,ON,,M,30.6,8,,6158355,21.3,TORONTO CITY,2002-06-26 00:00:00,M,,M,M,2002,,,,,,,,6,3
-79.4,43.666666666666664,6158355.2002.6.27,,,23.7,,,,,0,27,ON,,M,27.7,5.7,,6158355,19.7,TORONTO CITY,2002-06-27 00:00:00,M,,M,M,2002,,,,,,,,6,3.4
-79.4,43.666666666666664,6158355.2002.6.28,,,23.3,,,,,0,28,ON,,M,28.3,5.3,,6158355,18.2,TORONTO CITY,2002-06-28 00:00:00,M,,M,M,2002,,,,,,,,6,0
-79.4,43.666666666666664,6158355.2002.6.29,,,23.7,,,,,0,29,ON,,M,29.3,5.7,,6158355,18,TORONTO CITY,2002-06-29 00:00:00,M,,M,M,2002,,,,,,,,6,0
-79.4,43.666666666666664,6158355.2002.6.30,,,25.8,,,,,0,30,ON,,M,31.4,7.8,,6158355,20.2,TORONTO CITY,2002-06-30 00:00:00,M,,M,M,2002,,,,,,,,6,0
-79.4,43.666666666666664,6158355.2002.7.1,,,27.5,,,,,0,1,ON,,M,33.3,9.5,,6158355,21.6,TORONTO CITY,2002-07-01 00:00:00,M,,M,M,2002,,,,,,,,7,0
-79.4,43.666666666666664,6158355.2002.7.2,,,30,,,,,0,2,ON,,M,35.1,12,,6158355,24.8,TORONTO CITY,2002-07-02 00:00:00,M,,M,M,2002,,,,,,,,7,0
-79.4,43.666666666666664,6158355.2002.7.3,,,29.9,,,,,0,3,ON,,M,34.5,11.9,,6158355,25.2,TORONTO CITY,2002-07-03 00:00:00,M,,M,M,2002,,,,,,,,7,0
-79.4,43.666666666666664,6158355.2002.7.4,,,25.9,,,,,0,4,ON,,M,32.3,7.9,,6158355,19.5,TORONTO CITY,2002-07-04 00:00:00,M,,M,M,2002,,,,,,,,7,0
-79.4,43.666666666666664,6158355.2002.7.5,,,20.8,,,,,0,5,ON,,M,25.7,2.8,,6158355,15.9,TORONTO CITY,2002-07-05 00:00:00,M,,M,M,2002,,,,,,,,7,0
-79.4,43.666666666666664,6158355.2002.7.6,,,22.5,,,,,0,6,ON,,M,27.6,4.5,,6158355,17.4,TORONTO CITY,2002-07-06 00:00:00,M,,M,M,2002,,,,,,,,7,0
-79.4,43.666666666666664,6158355.2002.7.7,,,22.8,,,,,0,7,ON,,M,29.5,4.8,,6158355,16,TORONTO CITY,2002-07-07 00:00:00,M,,M,M,2002,,,,,,,,7,0
-79.4,43.666666666666664,6158355.2002.7.8,,,26.3,,,,,0,8,ON,,M,32,8.3,,6158355,20.6,TORONTO CITY,2002-07-08 00:00:00,M,,M,M,2002,,,,,,,,7,0
-79.4,43.666666666666664,6158355.2002.7.9,,,24.7,,,,,0,9,ON,,M,29.2,6.7,,6158355,20.2,TORONTO CITY,2002-07-09 00:00:00,M,,M,M,2002,,,,,,,,7,4.4
-79.4,43.666666666666664,6158355.2002.7.10,,,19.9,,,,,0,10,ON,,M,24,1.9,,6158355,15.8,TORONTO CITY,2002-07-10 00:00:00,M,,M,M,2002,,,,,,,,7,0
-79.4,43.666666666666664,6158355.2002.7.11,,,19.5,,,,,0,11,ON,,M,25.1,1.5,,6158355,13.8,TORONTO CITY,2002-07-11 00:00:00,M,,M,M,2002,,,,,,,,7,0
-79.4,43.666666666666664,6158355.2002.7.12,,,21.3,,,,,0,12,ON,,M,28.2,3.3,,6158355,14.3,TORONTO CITY,2002-07-12 00:00:00,M,,M,M,2002,,,,,,,,7,0
-79.4,43.666666666666664,6158355.2002.7.13,,,22.3,,,,,0,13,ON,,M,29.4,4.3,,6158355,15.1,TORONTO CITY,2002-07-13 00:00:00,M,,M,M,2002,,,,,,,,7,0
-79.4,43.666666666666664,6158355.2002.7.14,,,25,,,,,0,14,ON,,M,32,7,,6158355,17.9,TORONTO CITY,2002-07-14 00:00:00,M,,M,M,2002,,,,,,,,7,0
-79.4,43.666666666666664,6158355.2002.7.15,,,26.5,,,,,0,15,ON,,M,31,8.5,,6158355,22,TORONTO CITY,2002-07-15 00:00:00,M,,M,M,2002,,,,,,,,7,0
-79.4,43.666666666666664,6158355.2002.7.16,,,25.3,,,,,0,16,ON,,M,31.1,7.3,,6158355,19.4,TORONTO CITY,2002-07-16 00:00:00,M,,M,M,2002,,,,,,,,7,0
-79.4,43.666666666666664,6158355.2002.7.17,,,29,,,,,0,17,ON,,M,34.2,11,,6158355,23.7,TORONTO CITY,2002-07-17 00:00:00,M,,M,M,2002,,,,,,,,7,0
-79.4,43.666666666666664,6158355.2002.7.18,,,24,,,,,0,18,ON,,M,27.4,6,,6158355,20.6,TORONTO CITY,2002-07-18 00:00:00,M,,M,M,2002,,,,,,,,7,26.8
-79.4,43.666666666666664,6158355.2002.7.19,,,23.7,,,,,0,19,ON,,M,27.6,5.7,,6158355,19.8,TORONTO CITY,2002-07-19 00:00:00,M,,M,M,2002,,,,,,,,7,0
-79.4,43.666666666666664,6158355.2002.7.20,,,23.5,,,,,0,20,ON,,M,27.9,5.5,,6158355,19.1,TORONTO CITY,2002-07-20 00:00:00,M,,M,M,2002,,,,,,,,7,0
-79.4,43.666666666666664,6158355.2002.7.21,,,24.5,,,,,0,21,ON,,M,29.7,6.5,,6158355,19.3,TORONTO CITY,2002-07-21 00:00:00,M,,M,M,2002,,,,,,,,7,19.2
-79.4,43.666666666666664,6158355.2002.7.22,,,27.7,,,,,0,22,ON,,M,32.6,9.7,,6158355,22.8,TORONTO CITY,2002-07-22 00:00:00,M,,M,M,2002,,,,,,,,7,15.6
-79.4,43.666666666666664,6158355.2002.7.23,,,21,,,,,0,23,ON,,M,24.6,3,,6158355,17.3,TORONTO CITY,2002-07-23 00:00:00,M,,M,M,2002,,,,,,,,7,3.6
-79.4,43.666666666666664,6158355.2002.7.24,,,19.5,,,,,0,24,ON,,M,23.1,1.5,,6158355,15.9,TORONTO CITY,2002-07-24 00:00:00,M,,M,M,2002,,,,,,,,7,0
-79.4,43.666666666666664,6158355.2002.7.25,,,19.6,,,,,0,25,ON,,M,23.2,1.6,,6158355,15.9,TORONTO CITY,2002-07-25 00:00:00,M,,M,M,2002,,,,,,,,7,0
-79.4,43.666666666666664,6158355.2002.7.26,,,23.1,,,,,0,26,ON,,M,26.4,5.1,,6158355,19.8,TORONTO CITY,2002-07-26 00:00:00,M,,M,M,2002,,,,,,,,7,5.2
-79.4,43.666666666666664,6158355.2002.7.27,,,23.9,,,,,0,27,ON,,M,28.9,5.9,,6158355,18.8,TORONTO CITY,2002-07-27 00:00:00,M,,M,M,2002,,,,,,,,7,0.2
-79.4,43.666666666666664,6158355.2002.7.28,,,26.9,,,,,0,28,ON,,M,32.4,8.9,,6158355,21.3,TORONTO CITY,2002-07-28 00:00:00,M,,M,M,2002,,,,,,,,7,8.4
-79.4,43.666666666666664,6158355.2002.7.29,,,26.3,,,,,0,29,ON,,M,31.2,8.3,,6158355,21.4,TORONTO CITY,2002-07-29 00:00:00,M,,M,M,2002,,,,,,,,7,1.8
-79.4,43.666666666666664,6158355.2002.7.30,,,26.7,,,,,0,30,ON,,M,31.6,8.7,,6158355,21.7,TORONTO CITY,2002-07-30 00:00:00,M,,M,M,2002,,,,,,,,7,0
-79.4,43.666666666666664,6158355.2002.7.31,,,26.6,,,,,0,31,ON,,M,31.1,8.6,,6158355,22.1,TORONTO CITY,2002-07-31 00:00:00,M,,M,M,2002,,,,,,,,7,0
-79.4,43.666666666666664,6158355.2002.8.1,,,29,,,,,0,1,ON,,M,34.5,11,,6158355,23.5,TORONTO CITY,2002-08-01 00:00:00,M,,M,M,2002,,,,,,,,8,0
-79.4,43.666666666666664,6158355.2002.8.2,,,25.7,,,,,0,2,ON,,M,30.7,7.7,,6158355,20.7,TORONTO CITY,2002-08-02 00:00:00,M,,M,M,2002,,,,,,,,8,0
-79.4,43.666666666666664,6158355.2002.8.3,,,23.3,,,,,0,3,ON,,M,28.4,5.3,,6158355,18.2,TORONTO CITY,2002-08-03 00:00:00,M,,M,M,2002,,,,,,,,8,0
-79.4,43.666666666666664,6158355.2002.8.4,,,24.1,,,,,0,4,ON,,M,29,6.1,,6158355,19.2,TORONTO CITY,2002-08-04 00:00:00,M,,M,M,2002,,,,,,,,8,0
-79.4,43.666666666666664,6158355.2002.8.5,,,23.3,,,,,0,5,ON,,M,28.8,5.3,,6158355,17.7,TORONTO CITY,2002-08-05 00:00:00,M,,M,M,2002,,,,,,,,8,0
-79.4,43.666666666666664,6158355.2002.8.6,,,18.3,,,,,0,6,ON,,M,22.6,0.3,,6158355,14,TORONTO CITY,2002-08-06 00:00:00,M,,M,M,2002,,,,,,,,8,0
-79.4,43.666666666666664,6158355.2002.8.7,,,19.5,,,,,0,7,ON,,M,25.1,1.5,,6158355,13.9,TORONTO CITY,2002-08-07 00:00:00,M,,M,M,2002,,,,,,,,8,0
-79.4,43.666666666666664,6158355.2002.8.8,,,20.4,,,,,0,8,ON,,M,25.7,2.4,,6158355,15,TORONTO CITY,2002-08-08 00:00:00,M,,M,M,2002,,,,,,,,8,0
-79.4,43.666666666666664,6158355.2002.8.9,,,22,,,,,0,9,ON,,M,27.9,4,,6158355,16.1,TORONTO CITY,2002-08-09 00:00:00,M,,M,M,2002,,,,,,,,8,0
-79.4,43.666666666666664,6158355.2002.8.10,,,23.2,,,,,0,10,ON,,M,30.3,5.2,,6158355,16.1,TORONTO CITY,2002-08-10 00:00:00,M,,M,M,2002,,,,,,,,8,0
-79.4,43.666666666666664,6158355.2002.8.11,,,25.8,,,,,0,11,ON,,M,32.4,7.8,,6158355,19.2,TORONTO CITY,2002-08-11 00:00:00,M,,M,M,2002,,,,,,,,8,0
-79.4,43.666666666666664,6158355.2002.8.12,,,27.9,,,,,0,12,ON,,M,33.5,9.9,,6158355,22.2,TORONTO CITY,2002-08-12 00:00:00,M,,M,M,2002,,,,,,,,8,0
-79.4,43.666666666666664,6158355.2002.8.13,,,27.8,,,,,0,13,ON,,M,32.9,9.8,,6158355,22.6,TORONTO CITY,2002-08-13 00:00:00,M,,M,M,2002,,,,,,,,8,0
-79.4,43.666666666666664,6158355.2002.8.14,,,26.2,,,,,0,14,ON,,M,29.9,8.2,,6158355,22.4,TORONTO CITY,2002-08-14 00:00:00,M,,M,M,2002,,,,,,,,8,1.4
-79.4,43.666666666666664,6158355.2002.8.15,,,25.9,,,,,0,15,ON,,M,29.8,7.9,,6158355,21.9,TORONTO CITY,2002-08-15 00:00:00,M,,M,M,2002,,,,,,,,8,0
-79.4,43.666666666666664,6158355.2002.8.16,,,25.9,,,,,0,16,ON,,M,30.6,7.9,,6158355,21.1,TORONTO CITY,2002-08-16 00:00:00,M,,M,M,2002,,,,,,,,8,0.8
-79.4,43.666666666666664,6158355.2002.8.17,,,25.3,,,,,0,17,ON,,M,30.5,7.3,,6158355,20.1,TORONTO CITY,2002-08-17 00:00:00,M,,M,M,2002,,,,,,,,8,4.2
-79.4,43.666666666666664,6158355.2002.8.18,,,22.9,,,,,0,18,ON,,M,28.1,4.9,,6158355,17.7,TORONTO CITY,2002-08-18 00:00:00,M,,M,M,2002,,,,,,,,8,0
-79.4,43.666666666666664,6158355.2002.8.19,,,18.4,,,,,0,19,ON,,M,20.9,0.4,,6158355,15.9,TORONTO CITY,2002-08-19 00:00:00,M,,M,M,2002,,,,,,,,8,1
-79.4,43.666666666666664,6158355.2002.8.20,,,20.8,,,,,0,20,ON,,M,25.9,2.8,,6158355,15.7,TORONTO CITY,2002-08-20 00:00:00,M,,M,M,2002,,,,,,,,8,0.2
-79.4,43.666666666666664,6158355.2002.8.21,,,21.4,,,,,0,21,ON,,M,26.4,3.4,,6158355,16.3,TORONTO CITY,2002-08-21 00:00:00,M,,M,M,2002,,,,,,,,8,0
-79.4,43.666666666666664,6158355.2002.8.22,,,22.2,,,,,0,22,ON,,M,25.6,4.2,,6158355,18.7,TORONTO CITY,2002-08-22 00:00:00,M,,M,M,2002,,,,,,,,8,7.4
-79.4,43.666666666666664,6158355.2002.8.23,,,19.5,,,,,0,23,ON,,M,22.6,1.5,,6158355,16.4,TORONTO CITY,2002-08-23 00:00:00,M,,M,M,2002,,,,,,,,8,0.2
-79.4,43.666666666666664,6158355.2002.8.24,,,21.6,,,,,0,24,ON,,M,25.4,3.6,,6158355,17.7,TORONTO CITY,2002-08-24 00:00:00,M,,M,M,2002,,,,,,,,8,0
-79.4,43.666666666666664,6158355.2002.8.25,,,22.2,,,,,0,25,ON,,M,27,4.2,,6158355,17.4,TORONTO CITY,2002-08-25 00:00:00,M,,M,M,2002,,,,,,,,8,0
-79.4,43.666666666666664,6158355.2002.8.26,,,21.9,,,,,0,26,ON,,M,28.2,3.9,,6158355,15.6,TORONTO CITY,2002-08-26 00:00:00,M,,M,M,2002,,,,,,,,8,0
-79.4,43.666666666666664,6158355.2002.8.27,,,20,,,,,0,27,ON,,M,23,2,,6158355,17,TORONTO CITY,2002-08-27 00:00:00,M,,M,M,2002,,,,,,,,8,0
-79.4,43.666666666666664,6158355.2002.8.28,,,18.5,,,,,0,28,ON,,M,23.1,0.5,,6158355,13.8,TORONTO CITY,2002-08-28 00:00:00,M,,M,M,2002,,,,,,,,8,0
-79.4,43.666666666666664,6158355.2002.8.29,,,20.2,,,,,0,29,ON,,M,23.9,2.2,,6158355,16.4,TORONTO CITY,2002-08-29 00:00:00,M,,M,M,2002,,,,,,,,8,0
-79.4,43.666666666666664,6158355.2002.8.30,,,21.3,,,,,0,30,ON,,M,27.7,3.3,,6158355,14.8,TORONTO CITY,2002-08-30 00:00:00,M,,M,M,2002,,,,,,,,8,0
-79.4,43.666666666666664,6158355.2002.8.31,,,23.3,,,,,0,31,ON,,M,28.1,5.3,,6158355,18.5,TORONTO CITY,2002-08-31 00:00:00,M,,M,M,2002,,,,,,,,8,0
-79.4,43.666666666666664,6158355.2002.9.1,,,22.6,,,,,0,1,ON,,M,25.7,4.6,,6158355,19.5,TORONTO CITY,2002-09-01 00:00:00,M,,M,M,2002,,,,,,,,9,0
-79.4,43.666666666666664,6158355.2002.9.2,,,22.7,,,,,0,2,ON,,M,25.9,4.7,,6158355,19.4,TORONTO CITY,2002-09-02 00:00:00,M,,M,M,2002,,,,,,,,9,0
-79.4,43.666666666666664,6158355.2002.9.3,,,25.5,,,,,0,3,ON,,M,31.4,7.5,,6158355,19.6,TORONTO CITY,2002-09-03 00:00:00,M,,M,M,2002,,,,,,,,9,0
-79.4,43.666666666666664,6158355.2002.9.4,,,22.1,,,,,0,4,ON,,M,26.9,4.1,,6158355,17.3,TORONTO CITY,2002-09-04 00:00:00,M,,M,M,2002,,,,,,,,9,0
-79.4,43.666666666666664,6158355.2002.9.5,,,21.2,,,,,0,5,ON,,M,25.8,3.2,,6158355,16.5,TORONTO CITY,2002-09-05 00:00:00,M,,M,M,2002,,,,,,,,9,0
-79.4,43.666666666666664,6158355.2002.9.6,,,21.5,,,,,0,6,ON,,M,26.9,3.5,,6158355,16.1,TORONTO CITY,2002-09-06 00:00:00,M,,M,M,2002,,,,,,,,9,0
-79.4,43.666666666666664,6158355.2002.9.7,,,24,,,,,0,7,ON,,M,30.4,6,,6158355,17.5,TORONTO CITY,2002-09-07 00:00:00,M,,M,M,2002,,,,,,,,9,0
-79.4,43.666666666666664,6158355.2002.9.8,,,25.5,,,,,0,8,ON,,M,32.6,7.5,,6158355,18.3,TORONTO CITY,2002-09-08 00:00:00,M,,M,M,2002,,,,,,,,9,0
-79.4,43.666666666666664,6158355.2002.9.9,,,26.8,,,,,0,9,ON,,M,33.5,8.8,,6158355,20.1,TORONTO CITY,2002-09-09 00:00:00,M,,M,M,2002,,,,,,,,9,0
-79.4,43.666666666666664,6158355.2002.9.10,,,25.9,,,,,0,10,ON,,M,34.1,7.9,,6158355,17.7,TORONTO CITY,2002-09-10 00:00:00,M,,M,M,2002,,,,,,,,9,0
-79.4,43.666666666666664,6158355.2002.9.11,,,17.6,,,,,0.4,11,ON,,M,21.5,0,,6158355,13.6,TORONTO CITY,2002-09-11 00:00:00,M,,M,M,2002,,,,,,,,9,0
-79.4,43.666666666666664,6158355.2002.9.12,,,18.3,,,,,0,12,ON,,M,25.6,0.3,,6158355,11,TORONTO CITY,2002-09-12 00:00:00,M,,M,M,2002,,,,,,,,9,0
-79.4,43.666666666666664,6158355.2002.9.13,,,22.6,,,,,0,13,ON,,M,29.4,4.6,,6158355,15.7,TORONTO CITY,2002-09-13 00:00:00,M,,M,M,2002,,,,,,,,9,0
-79.4,43.666666666666664,6158355.2002.9.14,,,23.2,,,,,0,14,ON,,M,27.8,5.2,,6158355,18.6,TORONTO CITY,2002-09-14 00:00:00,M,,M,M,2002,,,,,,,,9,9.4
-79.4,43.666666666666664,6158355.2002.9.15,E,,,,,,,,15,ON,,M,,,M,6158355,18.8,TORONTO CITY,2002-09-15 00:00:00,M,M,M,M,2002,,,M,,,M,M,9,
-79.4,43.666666666666664,6158355.2002.9.16,,,18.9,,,,,0,16,ON,,M,23.8,0.9,,6158355,13.9,TORONTO CITY,2002-09-16 00:00:00,M,,M,M,2002,,,,,,,,9,0.2
-79.4,43.666666666666664,6158355.2002.9.17,,,19.3,,,,,0,17,ON,,M,26.1,1.3,,6158355,12.5,TORONTO CITY,2002-09-17 00:00:00,M,,M,M,2002,,,,,,,,9,0
-79.4,43.666666666666664,6158355.2002.9.18,,,19.8,,,,,0,18,ON,,M,23.4,1.8,,6158355,16.1,TORONTO CITY,2002-09-18 00:00:00,M,,M,M,2002,,,,,,,,9,0
-79.4,43.666666666666664,6158355.2002.9.19,,,24.3,,,,,0,19,ON,,M,29.5,6.3,,6158355,19,TORONTO CITY,2002-09-19 00:00:00,M,,M,M,2002,,,,,,,,9,0
-79.4,43.666666666666664,6158355.2002.9.20,,,25.2,,,,,0,20,ON,,M,29,7.2,,6158355,21.4,TORONTO CITY,2002-09-20 00:00:00,M,,M,M,2002,,,,,,,,9,3.4
-79.4,43.666666666666664,6158355.2002.9.21,,,21.2,,,,,0,21,ON,,M,24.6,3.2,,6158355,17.8,TORONTO CITY,2002-09-21 00:00:00,M,,M,M,2002,,,,,,,,9,0.8
-79.4,43.666666666666664,6158355.2002.9.22,,,18.8,,,,,0,22,ON,,M,25.6,0.8,,6158355,11.9,TORONTO CITY,2002-09-22 00:00:00,M,,M,M,2002,,,,,,,,9,5.6
-79.4,43.666666666666664,6158355.2002.9.23,,,15.7,,,,,2.3,23,ON,,M,20.5,0,,6158355,10.8,TORONTO CITY,2002-09-23 00:00:00,M,,M,M,2002,,,,,,,,9,0
-79.4,43.666666666666664,6158355.2002.9.24,,,16.4,,,,,1.6,24,ON,,M,21.9,0,,6158355,10.9,TORONTO CITY,2002-09-24 00:00:00,M,,M,M,2002,,,,,,,,9,0
-79.4,43.666666666666664,6158355.2002.9.25,,,14.4,,,,,3.6,25,ON,,M,19.1,0,,6158355,9.6,TORONTO CITY,2002-09-25 00:00:00,M,,M,M,2002,,,,,,,,9,0
-79.4,43.666666666666664,6158355.2002.9.26,,,18,,,,,0,26,ON,,M,23,0,,6158355,12.9,TORONTO CITY,2002-09-26 00:00:00,M,,M,M,2002,,,,,,,,9,0
-79.4,43.666666666666664,6158355.2002.9.27,,,15.8,,,,,2.2,27,ON,,M,17.2,0,,6158355,14.4,TORONTO CITY,2002-09-27 00:00:00,M,,M,M,2002,,,,,,,,9,33.6
-79.4,43.666666666666664,6158355.2002.9.28,,,16,,,,,2,28,ON,,M,19.6,0,,6158355,12.3,TORONTO CITY,2002-09-28 00:00:00,M,,M,M,2002,,,,,,,,9,0
-79.4,43.666666666666664,6158355.2002.9.29,,,16.8,,,,,1.2,29,ON,,M,20.4,0,,6158355,13.1,TORONTO CITY,2002-09-29 00:00:00,M,,M,M,2002,,,,,,,,9,0
-79.4,43.666666666666664,6158355.2002.9.30,,,21.1,,,,,0,30,ON,,M,25.8,3.1,M,6158355,16.3,TORONTO CITY,2002-09-30 00:00:00,M,,M,M,2002,,,,,,,,9,
-79.4,43.666666666666664,6158355.2002.10.1,,,24,,,,,0,1,ON,,M,29.3,6,M,6158355,18.6,TORONTO CITY,2002-10-01 00:00:00,M,,M,M,2002,,,,,,,,10,
-79.4,43.666666666666664,6158355.2002.10.2,,,20.7,,,,,0,2,ON,,M,25.3,2.7,M,6158355,16.1,TORONTO CITY,2002-10-02 00:00:00,M,,M,M,2002,,,,,,,,10,
-79.4,43.666666666666664,6158355.2002.10.3,,,15,,,,,3,3,ON,,M,16.2,0,M,6158355,13.7,TORONTO CITY,2002-10-03 00:00:00,M,,M,M,2002,,,,,,,,10,
-79.4,43.666666666666664,6158355.2002.10.4,,,19.6,,,,,0,4,ON,,M,24.6,1.6,,6158355,14.6,TORONTO CITY,2002-10-04 00:00:00,M,,M,M,2002,,,,,,,,10,4
-79.4,43.666666666666664,6158355.2002.10.5,,,14.7,,,,,3.3,5,ON,,M,18.8,0,,6158355,10.5,TORONTO CITY,2002-10-05 00:00:00,M,,M,M,2002,,,,,,,,10,0
-79.4,43.666666666666664,6158355.2002.10.6,,,13.8,,,,,4.2,6,ON,,M,18.4,0,,6158355,9.1,TORONTO CITY,2002-10-06 00:00:00,M,,M,M,2002,,,,,,,,10,0
-79.4,43.666666666666664,6158355.2002.10.7,,,12.9,,,,,5.1,7,ON,,M,19.4,0,,6158355,6.3,TORONTO CITY,2002-10-07 00:00:00,M,,M,M,2002,,,,,,,,10,0
-79.4,43.666666666666664,6158355.2002.10.8,,,9,,,,,9,8,ON,,M,12.3,0,,6158355,5.6,TORONTO CITY,2002-10-08 00:00:00,M,,M,M,2002,,,,,,,,10,0
-79.4,43.666666666666664,6158355.2002.10.9,,,13.7,,,,,4.3,9,ON,,M,17.4,0,,6158355,9.9,TORONTO CITY,2002-10-09 00:00:00,M,,M,M,2002,,,,,,,,10,0
-79.4,43.666666666666664,6158355.2002.10.10,,,13.7,,,,,4.3,10,ON,,M,17.5,0,,6158355,9.9,TORONTO CITY,2002-10-10 00:00:00,M,,M,M,2002,,,,,,,,10,0
-79.4,43.666666666666664,6158355.2002.10.11,,,14.5,,,,,3.5,11,ON,,M,16.7,0,,6158355,12.3,TORONTO CITY,2002-10-11 00:00:00,M,,M,M,2002,,,,,,,,10,0.2
